Client_ID,Client_Name,Industry_Sector,Country,Annual_Revenue_USD,Number_of_Employees,Risk_Score,Insurance_Premium_USD,Claims_Made_Last_12_Months,Last_Claim_Amount_USD,Policy_Start_Date,Policy_End_Date,Is_High_Risk,Notes
C0953,ABC Corp,Energy,Australia,,116,19.0,139345.0,Y,83494,2022-11-29,2026-12-04,Yes,Frequent small claims
C0849,Prime Pvt,Healthcare,USA,8212074.0,4196,91.0,132626.0,NO,54567,2023-01-08,2025-02-03,Y,Data mismatch
C0114,Global Enterprises,Technology,,7658158.0,3848,2.0,79964.0,Yes,1988,2020-12-13,2026-01-10,Y,Data mismatch
C0761,Prime Enterprises,Telecom,India,6392518.0,3923,6.0,,No,44435,2019-06-02,2026-01-13,Y,Frequent small claims
C0365,Global Solutions,Manufacturing,Singapore,9460133.0,3161,,71624.0,Y,93422,2024-02-06,2026-06-30,N,Frequent small claims
C0254,Global Ltd,Energy,Canada,5062140.0,2511,7.0,40428.0,YES,90605,2019-07-11,2026-01-12,N,Frequent small claims
C0704,ABC Solutions,Retail,Australia,1731107.0,3242,48.0,157697.0,Y,8210,2020-10-26,2025-03-30,Yes,Needs review
C0399,ABC Ltd,Telecom,Australia,7574447.0,2179,81.0,,NO,49298,2022-08-23,2025-09-27,No,Clean history
C0331,Global Solutions,Manufacturing,Germany,,4926,7.0,161590.0,No,57620,2019-02-02,2025-07-20,No,Needs review
C0478,Global Enterprises,Technology,Australia,3841196.0,4229,17.0,177699.0,Yes,43442,2024-10-01,2025-10-26,N,Policy renewal pending
C0221,Prime Pvt,Energy,USA,3712600.0,2980,,5340.0,Yes,60128,2021-09-28,2025-06-21,N,Data mismatch
C0259,XYZ Corp,Financial Institutions,,2200021.0,3860,5.0,160914.0,Y,29061,2023-03-07,2025-02-06,Yes,Policy renewal pending
C0805,Allied Solutions,Financial Institutions,USA,7743603.0,3776,84.0,60841.0,Y,88151,2024-11-06,2026-04-20,N,Data mismatch
C0163,Allied Corp,,Australia,6509907.0,800,87.0,144839.0,Yes,55561,2019-06-26,2025-03-31,No,Good client
C0345,Global Enterprises,Healthcare,UK,,1405,,82949.0,N,84774,2021-06-12,2026-10-28,Y,Needs review
C0091,Secure Solutions,,Canada,4880450.0,2811,92.0,75194.0,Yes,46163,2021-09-30,2025-03-25,No,Data mismatch
C0962,ABC Pvt,Technology,,6675716.0,3924,29.0,32128.0,No,54722,2023-10-11,2026-09-24,Y,Frequent small claims
C0207,Secure Solutions,Energy,USA,7573915.0,538,29.0,139308.0,NO,4138,2021-12-28,2025-04-13,Y,Clean history
C0807,Secure Corp,Healthcare,Australia,,4139,34.0,112096.0,NO,29768,2022-05-29,2026-06-23,Yes,Needs review
C0901,XYZ Solutions,Telecom,Australia,9596563.0,3090,99.0,179956.0,Y,30134,2022-10-19,2026-03-31,No,Data mismatch
C0728,Prime Pvt,Healthcare,Germany,1172200.0,4343,32.0,33328.0,Yes,25613,2018-03-24,2026-06-11,Y,Frequent small claims
C0130,NextGen Ltd,Healthcare,Canada,5293542.0,659,80.0,178921.0,N,97718,2020-06-04,2026-09-09,N,Needs review
C0449,Secure Ltd,Energy,Canada,3863024.0,3154,60.0,192450.0,Y,30698,2018-03-31,2026-05-15,No,Good client
C0605,NextGen Corp,Manufacturing,,6226319.0,2406,50.0,180796.0,N,31709,2024-02-13,2025-03-08,N,Policy renewal pending
C0549,Prime Pvt,Energy,Singapore,5844588.0,2898,,81396.0,N,19996,2021-05-20,2026-02-18,No,Frequent small claims
C0679,NextGen Ltd,Energy,Australia,2553752.0,2988,,190326.0,N,14334,2021-10-23,2025-04-15,N,Good client
C0619,XYZ Corp,Telecom,India,4819607.0,4590,39.0,60350.0,YES,37701,2019-01-12,2025-08-29,N,Clean history
C0319,Secure Ltd,Financial Institutions,Australia,1205534.0,2786,99.0,13016.0,NO,47406,2021-02-24,2025-08-09,Yes,Late claims
C0109,Allied Ltd,Healthcare,India,7014550.0,2101,5.0,170696.0,N,16901,2023-05-18,2026-01-30,Yes,Good client
C0917,Prime Ltd,Telecom,Canada,1905468.0,1018,48.0,43578.0,Y,86055,2023-09-02,2025-04-26,Yes,Data mismatch
C0927,XYZ Ltd,Manufacturing,India,5997498.0,4058,48.0,158484.0,Yes,17618,2020-11-05,2026-10-09,Y,Good client
C0323,Global Enterprises,Healthcare,Singapore,8173461.0,1964,12.0,107239.0,YES,12356,2021-01-08,2025-08-07,Y,Frequent small claims
C0506,NextGen Enterprises,Energy,Singapore,5951244.0,2996,26.0,34796.0,N,79698,2018-07-18,2025-01-07,No,Good client
C0264,Allied Enterprises,Telecom,Singapore,7428141.0,4463,10.0,81021.0,N,43803,2021-11-05,2025-09-26,N,Frequent small claims
C0380,Global Corp,Retail,Australia,8067801.0,2189,96.0,151110.0,No,70293,2019-11-03,2026-06-12,Yes,Clean history
C0920,XYZ Enterprises,Retail,USA,,490,35.0,80715.0,No,28378,2018-11-11,2026-08-31,No,Policy renewal pending
C0748,Prime Enterprises,Technology,Singapore,,2019,97.0,166945.0,Yes,75602,2020-09-06,2026-08-10,N,Policy renewal pending
C0043,Prime Corp,Manufacturing,India,2845683.0,1873,80.0,57781.0,Yes,4986,2019-01-02,2025-07-17,N,Frequent small claims
C0086,NextGen Ltd,Financial Institutions,USA,6656168.0,1329,45.0,119889.0,YES,77789,2018-01-18,2025-06-17,N,Frequent small claims
C0299,Global Pvt,Retail,Australia,7878484.0,856,10.0,73344.0,Yes,31707,2023-03-05,2025-01-07,Y,Needs review
C0467,Secure Pvt,Energy,UK,9179703.0,3251,55.0,55961.0,No,4434,2023-11-15,2025-09-28,N,Clean history
C0210,Global Solutions,Telecom,India,4235314.0,4923,58.0,138004.0,YES,4017,2018-12-30,2025-08-20,Yes,Frequent small claims
C0889,ABC Solutions,Retail,Singapore,7590200.0,59,36.0,20523.0,Yes,22765,2024-01-30,2026-08-30,No,Needs review
C0835,Global Corp,Manufacturing,Canada,2963793.0,2880,100.0,35099.0,YES,25338,2020-02-18,2026-09-07,Y,Good client
C0824,Allied Pvt,Healthcare,UK,5447417.0,3915,25.0,50740.0,YES,78768,2021-05-20,2025-04-13,Y,Late claims
C0711,NextGen Ltd,Financial Institutions,Singapore,2050367.0,1629,2.0,48309.0,No,11094,2023-02-13,2026-04-11,Y,Good client
C0187,Prime Pvt,Telecom,India,1661729.0,3165,34.0,138241.0,Y,30981,2020-09-29,2025-12-20,No,Frequent small claims
C0243,Secure Pvt,Manufacturing,UK,,3637,17.0,62169.0,Yes,7610,2024-05-27,2026-09-14,Y,Frequent small claims
C0248,XYZ Ltd,Telecom,USA,601157.0,1181,31.0,82988.0,NO,97088,2021-02-04,2025-04-12,No,Policy renewal pending
C0985,Allied Ltd,Technology,India,2187258.0,1729,86.0,169006.0,No,12100,2023-02-10,2025-01-29,N,Policy renewal pending
C0044,Allied Solutions,Telecom,Australia,4156518.0,3512,7.0,188852.0,Y,32298,2023-02-26,2025-02-23,Yes,Late claims
C0745,XYZ Pvt,Retail,Singapore,167661.0,968,69.0,128749.0,Yes,29877,2021-06-23,2026-09-07,Y,Frequent small claims
C0684,XYZ Ltd,Telecom,Singapore,4757693.0,1302,89.0,28091.0,N,43469,2020-10-25,2026-11-05,No,Late claims
C0696,NextGen Solutions,Manufacturing,USA,6649546.0,2689,41.0,10939.0,Yes,98132,2021-12-19,2025-07-28,No,Frequent small claims
C0750,ABC Pvt,Telecom,Australia,1407506.0,941,25.0,194699.0,No,64575,2021-11-10,2025-07-14,Y,Clean history
C0914,ABC Enterprises,Healthcare,India,5791276.0,1037,16.0,189531.0,Y,58870,2023-01-09,2025-07-20,No,Clean history
C0488,XYZ Ltd,Technology,UK,6586460.0,842,75.0,96218.0,No,76067,2023-08-14,2025-12-25,N,Good client
C0662,Allied Enterprises,Healthcare,Canada,7202173.0,424,79.0,191907.0,NO,74842,2020-07-04,2025-09-02,No,Late claims
C0822,Allied Ltd,Retail,UK,6781134.0,3898,4.0,135064.0,NO,14715,2022-03-29,2026-03-11,N,Data mismatch
C0324,ABC Pvt,Technology,Canada,,2516,47.0,116431.0,YES,98499,2023-10-13,2025-06-17,N,Policy renewal pending
C0802,NextGen Ltd,Manufacturing,UK,8302787.0,504,91.0,45695.0,YES,66798,2019-06-26,2026-07-28,No,Good client
C0585,Secure Ltd,Telecom,Canada,5628983.0,3435,14.0,187885.0,N,21839,2024-05-14,2026-11-27,N,Clean history
C0597,Secure Ltd,Manufacturing,UK,597562.0,2219,49.0,24611.0,NO,28453,2019-05-27,2025-07-02,No,Policy renewal pending
C0005,Secure Corp,,India,9624682.0,3751,36.0,199387.0,Y,53312,2022-07-30,2025-09-11,Yes,Data mismatch
C0397,Allied Solutions,Manufacturing,India,4481932.0,1624,54.0,27031.0,Y,47861,2024-10-18,2025-01-17,Y,Clean history
C0602,XYZ Solutions,Manufacturing,Canada,5662067.0,1977,61.0,60243.0,NO,93405,2024-12-13,2026-06-03,Y,Needs review
C0188,Allied Ltd,Telecom,Australia,5131595.0,4140,52.0,158124.0,NO,73903,2020-03-08,2026-04-25,N,Policy renewal pending
C0829,Allied Corp,Energy,Germany,,4810,,188232.0,NO,87954,2018-07-24,2025-06-10,No,Data mismatch
C0126,Allied Ltd,Energy,UK,3444014.0,2124,73.0,197121.0,YES,76361,2018-05-14,2025-01-18,Yes,Clean history
C0642,ABC Solutions,Energy,UK,3296340.0,4440,88.0,181743.0,No,44535,2018-03-22,2025-07-21,No,Frequent small claims
C0922,Allied Pvt,Healthcare,UK,2180154.0,1393,64.0,156538.0,Yes,49996,2019-08-10,2026-11-06,N,Needs review
C0171,Allied Corp,Telecom,UK,5825570.0,2393,85.0,,Y,84381,2020-06-08,2026-09-14,Yes,Good client
C0516,ABC Ltd,Healthcare,USA,9014438.0,166,5.0,110426.0,N,93305,2021-02-05,2026-12-01,No,Frequent small claims
C0575,XYZ Ltd,,India,8541136.0,3439,32.0,198069.0,No,38712,2024-11-26,2025-02-25,Y,Clean history
C0010,Secure Ltd,Telecom,USA,7504852.0,1809,2.0,48056.0,Y,50719,2023-08-10,2026-05-24,Y,Policy renewal pending
C0145,Allied Corp,Telecom,Singapore,6960006.0,4838,62.0,181806.0,N,19233,2023-05-24,2025-05-20,Y,Data mismatch
C0683,Global Corp,Healthcare,Canada,8739483.0,2163,23.0,37430.0,N,32933,2019-03-09,2026-05-08,No,Good client
C0115,Prime Enterprises,Energy,USA,,854,11.0,173509.0,NO,14256,2019-06-03,2025-02-17,Yes,Needs review
C0154,Prime Pvt,Manufacturing,,502690.0,2904,5.0,45379.0,NO,54330,2023-04-20,2025-04-02,Yes,Frequent small claims
C0523,Allied Corp,Financial Institutions,UK,7003836.0,3910,1.0,158077.0,NO,47664,2019-02-09,2025-07-23,No,Data mismatch
C0958,ABC Pvt,Telecom,UK,2659272.0,2824,,144784.0,NO,3262,2023-02-02,2025-08-25,No,Clean history
C0340,Secure Enterprises,Healthcare,Canada,2603771.0,1340,29.0,172746.0,No,91683,2023-11-02,2026-01-23,Y,Frequent small claims
C0398,Global Corp,,Canada,6765088.0,4048,12.0,85807.0,N,97406,2020-12-04,2026-03-20,Yes,Policy renewal pending
C0882,Global Pvt,Manufacturing,,8451245.0,1758,73.0,183048.0,Yes,23741,2022-11-14,2025-06-06,Y,Good client
C0343,Global Solutions,Energy,Singapore,4283839.0,1037,2.0,158385.0,YES,81257,2023-09-10,2026-11-25,No,Policy renewal pending
C0492,Allied Ltd,Energy,Singapore,6063135.0,3660,69.0,134714.0,N,76848,2020-11-27,2026-12-16,Y,Needs review
C0537,Allied Ltd,Energy,USA,9237682.0,263,89.0,161044.0,Yes,34660,2024-07-02,2025-03-15,Yes,Good client
C0006,Allied Solutions,Technology,Canada,,391,97.0,101055.0,YES,12112,2021-06-30,2026-02-02,N,Policy renewal pending
C0664,ABC Corp,Financial Institutions,,581680.0,4055,,87152.0,No,92617,2019-12-16,2025-12-29,N,Frequent small claims
C0562,Global Corp,Technology,Singapore,4948287.0,477,56.0,52591.0,NO,66025,2020-04-27,2025-07-07,N,Needs review
C0092,XYZ Enterprises,Telecom,Germany,7569344.0,2729,13.0,81917.0,Y,3765,2018-01-17,2025-10-29,N,Policy renewal pending
C0667,XYZ Ltd,Healthcare,Canada,5387118.0,2415,40.0,,Y,23386,2024-10-24,2025-02-03,No,Frequent small claims
C0311,XYZ Solutions,Manufacturing,Germany,788105.0,2315,30.0,188043.0,Y,5103,2023-10-20,2026-02-28,Yes,Frequent small claims
C0100,Prime Solutions,Energy,Australia,3847389.0,2623,6.0,67068.0,Yes,55633,2023-02-20,2026-12-28,Y,Needs review
C0770,Prime Corp,Financial Institutions,Germany,9412483.0,1913,88.0,,No,4627,2023-08-18,2026-07-16,N,Clean history
C0766,Prime Solutions,Energy,India,5742264.0,352,66.0,,Yes,72762,2018-07-07,2025-09-29,Y,Frequent small claims
C0412,XYZ Enterprises,Healthcare,India,2388627.0,4845,4.0,128853.0,YES,8640,2020-07-15,2026-09-21,No,Late claims
C0706,XYZ Corp,Telecom,UK,5206563.0,2784,42.0,32076.0,N,36289,2024-07-30,2025-05-31,No,Late claims
C0521,NextGen Solutions,Retail,Australia,5562810.0,2818,39.0,50968.0,YES,9277,2019-01-29,2025-11-23,Y,Clean history
C0291,ABC Solutions,Manufacturing,Singapore,5809840.0,1013,53.0,164136.0,No,88835,2020-06-06,2026-01-16,Yes,Frequent small claims
C0544,Global Ltd,Financial Institutions,India,6842471.0,2770,92.0,123581.0,Yes,20176,2020-02-23,2026-05-10,Y,Needs review
C0496,XYZ Ltd,Financial Institutions,India,8090340.0,3430,3.0,97122.0,N,6476,2019-06-13,2025-01-03,N,Policy renewal pending
C0392,Secure Solutions,Retail,USA,4162958.0,2858,9.0,46869.0,N,43939,2019-02-05,2025-12-28,N,Policy renewal pending
C0294,ABC Solutions,Healthcare,UK,9620173.0,1878,16.0,,Y,41094,2019-02-19,2025-09-18,Yes,Data mismatch
C0929,Global Enterprises,Manufacturing,Australia,8304298.0,4845,67.0,56001.0,Yes,62790,2021-06-30,2025-03-19,Yes,Late claims
C0816,Global Pvt,,India,344761.0,3618,20.0,,NO,33998,2021-12-21,2026-06-08,N,Policy renewal pending
C0393,NextGen Solutions,Retail,Australia,1143233.0,4571,36.0,37955.0,NO,29345,2021-06-29,2025-08-26,No,Data mismatch
C0942,Secure Pvt,,,,3096,8.0,131479.0,NO,67568,2019-07-28,2026-04-26,No,Clean history
C0574,Prime Solutions,,Australia,2214792.0,1763,82.0,138172.0,N,62522,,2026-05-23,Yes,Late claims
C0168,Allied Solutions,Technology,USA,7754909.0,203,13.0,100040.0,N,99575,2020-11-30,2025-08-15,N,Clean history
C0055,Prime Ltd,Telecom,,371836.0,2193,82.0,139393.0,Yes,85988,2019-12-16,2026-08-24,Y,Data mismatch
C0352,Allied Corp,Energy,USA,4522201.0,1033,23.0,54847.0,N,84514,2021-10-05,2026-07-27,Y,Frequent small claims
C0897,XYZ Corp,Retail,USA,8005477.0,4195,89.0,127808.0,Yes,85238,2019-05-28,2026-10-11,Y,Needs review
C0844,Allied Pvt,Healthcare,USA,5600545.0,1064,97.0,162608.0,No,57124,2020-04-14,2025-05-26,Y,Clean history
C0287,Prime Pvt,Financial Institutions,Australia,7365795.0,481,12.0,111233.0,YES,10751,2023-08-30,2026-05-02,N,Needs review
C0270,NextGen Pvt,Financial Institutions,Germany,9505634.0,1821,8.0,12684.0,NO,12855,2020-03-16,2026-05-11,No,Frequent small claims
C0508,ABC Corp,Technology,,9689801.0,3274,93.0,103826.0,YES,22335,2019-10-20,2025-11-27,Y,Data mismatch
C0983,ABC Ltd,Telecom,USA,3778086.0,3769,38.0,70942.0,Yes,9018,2024-12-21,2025-11-13,Y,Frequent small claims
C0573,XYZ Corp,Financial Institutions,Canada,9346766.0,3961,15.0,62134.0,NO,16999,2021-09-02,2025-04-05,N,Clean history
C0655,Secure Pvt,Financial Institutions,Australia,192193.0,3641,21.0,157679.0,YES,35503,2022-10-29,2026-10-13,Y,Needs review
C0320,NextGen Ltd,Technology,India,9713273.0,3220,32.0,7384.0,No,63059,2018-01-29,2026-12-05,Y,Needs review
C0715,Global Corp,Financial Institutions,USA,5223122.0,1975,3.0,101258.0,NO,72374,2021-06-26,2026-12-10,Yes,Good client
C0057,Allied Solutions,Financial Institutions,UK,7381369.0,3241,20.0,173455.0,No,11889,2019-09-25,2026-09-27,Y,Frequent small claims
C0982,Allied Corp,Healthcare,Australia,4761029.0,1981,,,YES,95408,2018-11-07,2025-12-03,Y,Clean history
C0625,XYZ Solutions,Financial Institutions,Canada,7568810.0,1006,70.0,51607.0,Yes,16544,2021-10-19,2026-05-23,Y,Clean history
C0892,Secure Solutions,Financial Institutions,Canada,4733078.0,2681,,24991.0,Y,85103,2021-08-30,2025-03-15,Yes,Policy renewal pending
C0314,Prime Solutions,Healthcare,USA,1514466.0,2603,44.0,155575.0,N,18452,2022-04-09,2026-04-16,Yes,Data mismatch
C0353,ABC Enterprises,Retail,Germany,1179600.0,1024,88.0,63653.0,No,56358,2022-08-17,2025-02-17,No,Needs review
C0408,NextGen Solutions,Retail,UK,8844220.0,1740,70.0,15350.0,NO,84925,2023-09-30,2025-04-24,Yes,Data mismatch
C0742,Secure Ltd,Financial Institutions,UK,4683897.0,3918,95.0,68761.0,NO,97790,2023-08-31,2026-08-07,Y,Data mismatch
C0076,XYZ Pvt,Financial Institutions,Germany,2730708.0,1970,25.0,107112.0,NO,10808,2023-08-15,2025-03-09,N,Frequent small claims
C0403,Prime Ltd,,India,7106454.0,2062,53.0,192771.0,NO,54935,2019-10-02,2026-03-31,N,Data mismatch
C0690,Prime Solutions,Financial Institutions,Canada,1954971.0,3424,11.0,85360.0,N,36607,2020-07-28,2025-07-11,Yes,Late claims
C0050,Global Enterprises,Technology,UK,,377,35.0,83279.0,NO,91649,2023-12-31,2026-10-02,No,Good client
C0797,Global Solutions,,USA,9157014.0,900,17.0,88596.0,N,22250,2018-07-19,2025-06-12,No,Policy renewal pending
C0366,Prime Pvt,Healthcare,Singapore,3967500.0,1374,29.0,168864.0,No,1700,2019-05-30,2026-09-27,N,Late claims
C0864,Allied Ltd,Manufacturing,Germany,2969760.0,4147,88.0,138251.0,N,4131,2022-09-24,2025-01-05,N,Policy renewal pending
C0434,ABC Solutions,Manufacturing,Germany,5492023.0,2802,93.0,94571.0,Yes,61744,2024-11-13,2026-06-12,Y,Clean history
C0387,Global Ltd,Manufacturing,Singapore,2941992.0,3788,91.0,13605.0,NO,41458,2019-07-18,2026-04-27,N,Good client
C0981,Global Pvt,Telecom,Canada,8204010.0,4802,72.0,155528.0,No,72779,2024-04-16,2025-05-24,Y,Good client
C0918,Allied Solutions,Technology,Germany,,2687,30.0,95453.0,N,31379,2021-12-08,2026-02-15,N,Needs review
C0660,XYZ Ltd,Healthcare,India,2758571.0,575,15.0,79707.0,YES,33724,2018-10-03,2025-08-20,No,Policy renewal pending
C0149,Allied Ltd,Technology,Germany,5797469.0,198,92.0,175404.0,YES,3849,2020-10-28,2025-09-06,Y,Late claims
C0811,Global Solutions,Financial Institutions,UK,1130117.0,4036,28.0,33482.0,Yes,82384,2020-09-01,2025-05-13,N,Needs review
C0193,ABC Corp,Healthcare,Germany,2658231.0,4157,29.0,166475.0,Y,19874,2018-06-24,2026-01-11,N,Policy renewal pending
C0377,XYZ Pvt,Technology,UK,1746711.0,4361,65.0,156203.0,YES,14955,2021-06-26,2025-03-24,No,Late claims
C0090,Global Solutions,Manufacturing,Canada,1837095.0,4738,96.0,79637.0,Y,46220,2024-02-16,2026-01-08,Y,Frequent small claims
C0945,NextGen Enterprises,Energy,Australia,2892427.0,3763,47.0,,No,37842,2024-09-26,2025-05-04,Y,Needs review
C0681,XYZ Pvt,Technology,Singapore,7365760.0,2090,39.0,79218.0,Yes,62767,2019-07-15,2025-02-24,Y,Clean history
C0627,NextGen Ltd,Healthcare,Germany,8623838.0,453,65.0,191740.0,N,29063,2018-02-11,2026-05-28,N,Clean history
C0541,NextGen Solutions,Financial Institutions,Canada,5084445.0,2986,24.0,34320.0,YES,58847,2022-07-13,2025-02-15,Yes,Needs review
C0371,Secure Corp,Retail,USA,3154390.0,1641,58.0,13068.0,YES,61934,2019-03-06,2025-09-22,N,Data mismatch
C0054,Allied Pvt,Technology,Canada,5514709.0,3104,35.0,191470.0,No,86328,2024-11-23,2025-07-10,Yes,Good client
C0586,Prime Pvt,Financial Institutions,UK,260775.0,71,57.0,172093.0,N,27216,2020-02-04,2025-04-23,Yes,Policy renewal pending
C0760,NextGen Ltd,Financial Institutions,Singapore,2419049.0,1248,50.0,144783.0,N,86669,2020-05-08,2026-05-30,N,Data mismatch
C0033,ABC Solutions,Retail,Australia,9016786.0,4976,38.0,119598.0,No,10578,,2026-10-03,Y,Data mismatch
C0255,XYZ Ltd,Technology,Germany,2899487.0,4396,28.0,97021.0,No,82409,2020-10-16,2026-08-05,Yes,Late claims
C0947,Secure Ltd,,UK,5848035.0,2525,76.0,23375.0,No,80059,2022-08-21,2026-05-01,Yes,Good client
C0513,ABC Pvt,Healthcare,Germany,2376360.0,1813,21.0,80357.0,No,24123,2020-11-26,2025-07-28,Y,Needs review
C0226,XYZ Enterprises,Technology,India,8636326.0,3344,45.0,136430.0,N,10442,2021-01-29,2025-12-21,N,Late claims
C0388,XYZ Pvt,Retail,USA,4394539.0,2519,27.0,105318.0,YES,89037,2020-10-21,2026-09-15,Yes,Policy renewal pending
C0628,Global Pvt,,Australia,5101045.0,4661,74.0,157035.0,Yes,90880,2018-11-08,2026-04-05,Yes,Late claims
C0040,Global Enterprises,,,1565689.0,3501,78.0,,NO,58002,2020-08-26,2026-04-29,Yes,Clean history
C0309,Allied Solutions,Energy,Singapore,6942385.0,4371,89.0,11142.0,NO,31781,2020-04-22,2025-05-09,Y,Data mismatch
C0049,Prime Corp,Healthcare,Singapore,4255299.0,2540,21.0,49363.0,YES,27798,2021-04-08,2025-06-27,Yes,Policy renewal pending
C0048,Global Corp,Retail,Canada,1970928.0,2856,15.0,13210.0,Yes,16835,2024-01-15,2025-06-20,Y,Frequent small claims
C0510,Allied Ltd,Technology,India,5183769.0,3394,37.0,98635.0,Yes,79930,2018-07-19,2025-04-05,No,Frequent small claims
C0840,Secure Corp,Telecom,UK,8891689.0,2461,99.0,39681.0,YES,97183,2023-10-15,2026-10-20,N,Needs review
C0082,Prime Enterprises,Manufacturing,Germany,6180526.0,3240,68.0,66350.0,NO,95549,2024-07-25,2026-03-30,Y,Policy renewal pending
C0999,Secure Ltd,Technology,India,7587345.0,1062,99.0,46520.0,No,2985,2020-05-29,2025-05-01,Yes,Data mismatch
C0452,Allied Solutions,Energy,UK,3453597.0,2556,63.0,79763.0,Y,30075,2019-11-23,2026-01-06,N,Policy renewal pending
C0351,XYZ Ltd,Healthcare,India,4349913.0,1004,79.0,86442.0,Y,59500,2021-03-28,2025-09-12,No,Data mismatch
C0741,Secure Solutions,Retail,UK,7579821.0,4362,28.0,199136.0,N,570,2023-05-18,2025-03-25,Y,Late claims
C0847,Secure Corp,Financial Institutions,Singapore,9145310.0,3238,23.0,83532.0,NO,79655,2022-11-17,2026-02-10,Y,Data mismatch
C0980,Global Corp,Manufacturing,Canada,1117433.0,3133,1.0,131374.0,Y,49850,2018-08-30,2025-08-01,Yes,Needs review
C0640,NextGen Enterprises,Technology,UK,1822320.0,3029,86.0,16308.0,No,2103,2018-05-05,2026-01-31,Y,Late claims
C0838,NextGen Enterprises,Technology,UK,7522212.0,2440,39.0,123474.0,YES,32101,2021-01-08,2026-04-12,N,Needs review
C0472,ABC Enterprises,Energy,Canada,4070001.0,2946,92.0,67551.0,NO,69300,2018-04-10,2026-12-01,N,Good client
C0813,Allied Enterprises,Telecom,Singapore,2457821.0,1490,39.0,105755.0,N,52446,2020-06-21,2026-10-25,N,Good client
C0740,Global Enterprises,Healthcare,USA,735605.0,4115,4.0,177388.0,Yes,36182,2022-01-17,2026-03-25,No,Clean history
C0470,XYZ Solutions,Telecom,UK,9651536.0,3580,18.0,158808.0,Y,4994,2023-07-23,2026-08-19,Yes,Late claims
C0661,ABC Ltd,Healthcare,Singapore,4934357.0,51,,66215.0,No,64286,2022-06-26,2026-09-04,Y,Late claims
C0224,Global Solutions,Technology,India,2126793.0,4872,87.0,198515.0,N,5039,2018-12-07,2026-08-20,N,Late claims
C0931,NextGen Corp,Manufacturing,Singapore,9551337.0,3652,33.0,197029.0,N,98530,2023-09-08,2026-11-20,No,Late claims
C0908,Global Corp,Energy,USA,7805092.0,4818,92.0,168324.0,No,54219,2018-08-22,2025-08-18,Y,Frequent small claims
C0989,ABC Pvt,Financial Institutions,Germany,1096530.0,1590,61.0,18050.0,Yes,92446,2019-08-16,2026-09-15,No,Clean history
C0532,Global Pvt,Manufacturing,Singapore,5039003.0,778,60.0,10355.0,NO,54319,2021-06-23,2026-12-21,N,Policy renewal pending
C0430,ABC Corp,Energy,Canada,1200567.0,4876,20.0,21566.0,NO,84607,2024-11-06,2025-10-06,No,Late claims
C0795,Secure Solutions,Retail,Australia,4248887.0,3603,48.0,163485.0,NO,25517,2018-03-10,2026-01-01,No,Good client
C0773,Allied Solutions,Energy,UK,2668103.0,3122,3.0,98783.0,No,3255,2020-11-07,2025-03-01,Yes,Needs review
C0542,Secure Pvt,Healthcare,Singapore,7039705.0,3167,30.0,,Y,11577,2023-01-03,2026-08-27,Yes,Needs review
C0644,ABC Ltd,Retail,Germany,5487408.0,4900,38.0,,N,98046,2023-06-30,2025-08-13,No,Needs review
C0268,Prime Solutions,Telecom,India,8616999.0,321,81.0,31086.0,YES,86664,2021-10-23,2025-11-28,N,Frequent small claims
C0333,XYZ Enterprises,Healthcare,Canada,6612440.0,2080,96.0,186948.0,N,26489,2022-12-11,2026-08-20,Y,Needs review
C0404,Global Ltd,,USA,3712610.0,1597,20.0,116041.0,No,43370,2022-06-20,2025-08-30,No,Clean history
C0134,Secure Enterprises,Technology,USA,143585.0,3522,4.0,188467.0,No,67054,2024-11-29,2026-04-21,Yes,Policy renewal pending
C0771,ABC Corp,Energy,India,8476430.0,4490,98.0,181314.0,Y,56541,2020-08-29,2026-07-24,N,Late claims
C0974,Prime Enterprises,Financial Institutions,Canada,3217172.0,257,86.0,15728.0,Yes,25805,2019-04-27,2026-10-14,Y,Late claims
C0963,Prime Ltd,Energy,USA,2102324.0,2451,51.0,73368.0,Yes,89499,2019-03-29,2025-02-02,Yes,Good client
C0206,Allied Enterprises,Telecom,,4606259.0,4043,48.0,32716.0,N,44816,2018-11-20,2025-08-18,Yes,Good client
C0993,Global Ltd,Healthcare,Singapore,6331219.0,335,27.0,67021.0,No,19942,,2025-04-10,No,Good client
C0244,NextGen Enterprises,Retail,Singapore,,970,5.0,79965.0,No,43326,2021-05-14,2025-03-12,N,Good client
C0759,Secure Enterprises,Financial Institutions,,9910404.0,4231,9.0,55081.0,Y,59821,2020-06-06,2025-04-02,Y,Late claims
C0483,Allied Enterprises,Healthcare,Germany,5881565.0,3648,91.0,141865.0,N,51717,2024-04-10,2026-07-23,Y,Needs review
C0986,ABC Corp,Healthcare,USA,4956447.0,286,25.0,38276.0,YES,57021,2020-03-07,2025-02-16,Yes,Frequent small claims
C0654,Allied Corp,Energy,Germany,4140479.0,4939,7.0,117217.0,N,38437,2023-10-27,2025-08-31,N,Policy renewal pending
C0217,Secure Pvt,Retail,UK,9232582.0,3903,59.0,145641.0,NO,1134,2021-08-17,2025-06-17,Y,Needs review
C0526,Allied Ltd,,Australia,1386643.0,4483,100.0,161671.0,YES,670,2021-07-20,2025-05-27,Yes,Clean history
C0482,Allied Corp,Telecom,UK,998320.0,983,47.0,189456.0,Yes,2581,2023-02-24,2025-09-06,Yes,Policy renewal pending
